origen,destino,distancia_km,factor_trafico,peso,tipo_ruta
V45_1,V34_2,0.27,1.0,0.27,conexion-vial-cercana
V45_1,V34_1,0.356,1.0,0.356,conexion-vial-cercana
V45_1,V39_1,0.388,1.0,0.388,conexion-vial-cercana
V45_2,V45_1,0.056,1.0,0.056,conexion-vial-cercana
V45_2,V45_0,0.088,1.0,0.088,conexion-vial-cercana
V45_2,V32_2,0.092,1.0,0.092,conexion-vial-cercana
V45_2,V32_1,0.13,1.0,0.13,conexion-vial-cercana
V45_2,V32_0,0.167,1.0,0.167,conexion-vial-cercana
V45_2,V34_2,0.251,1.0,0.251,conexion-vial-cercana
V45_2,V34_1,0.348,1.0,0.348,conexion-vial-cercana
V45_2,V39_2,0.383,1.0,0.383,conexion-vial-cercana
V46_0,V5_0,0.0,1.0,0.0,conexion-vial-cercana
V46_0,V48_0,0.017,1.0,0.017,conexion-vial-cercana
V46_0,V46_1,0.032,1.0,0.032,conexion-vial-cercana
V46_0,V48_1,0.051,1.0,0.051,conexion-vial-cercana
V46_0,V46_2,0.059,1.0,0.059,conexion-vial-cercana
V46_0,V5_1,0.076,1.0,0.076,conexion-vial-cercana
V46_0,V48_2,0.115,1.0,0.115,conexion-vial-cercana
V46_0,V5_2,0.122,1.0,0.122,conexion-vial-cercana
V46_1,V48_0,0.024,1.0,0.024,conexion-vial-cercana
V46_1,V46_2,0.027,1.0,0.027,conexion-vial-cercana
V46_1,V5_0,0.032,1.0,0.032,conexion-vial-cercana
V46_1,V46_0,0.032,1.0,0.032,conexion-vial-cercana
V46_1,V5_1,0.045,1.0,0.045,conexion-vial-cercana
V46_1,V48_1,0.065,1.0,0.065,conexion-vial-cercana
V46_1,V5_2,0.091,1.0,0.091,conexion-vial-cercana
V46_1,V48_2,0.133,1.0,0.133,conexion-vial-cercana
V46_2,V5_1,0.024,1.0,0.024,conexion-vial-cercana
V46_2,V46_1,0.027,1.0,0.027,conexion-vial-cercana
V46_2,V48_0,0.05,1.0,0.05,conexion-vial-cercana
V46_2,V5_0,0.059,1.0,0.059,conexion-vial-cercana
V46_2,V46_0,0.059,1.0,0.059,conexion-vial-cercana
V46_2,V5_2,0.068,1.0,0.068,conexion-vial-cercana
V46_2,V48_1,0.086,1.0,0.086,conexion-vial-cercana
V46_2,V47_0,0.112,1.0,0.112,conexion-vial-cercana
V47_0,V5_2,0.045,1.0,0.045,conexion-vial-cercana
V47_0,V47_1,0.068,1.0,0.068,conexion-vial-cercana
V47_0,V47_2,0.088,1.0,0.088,conexion-vial-cercana
V47_0,V5_1,0.091,1.0,0.091,conexion-vial-cercana
V47_0,V46_2,0.112,1.0,0.112,conexion-vial-cercana
V47_0,V46_1,0.136,1.0,0.136,conexion-vial-cercana
V47_0,V48_0,0.152,1.0,0.152,conexion-vial-cercana
V47_0,V5_0,0.166,1.0,0.166,conexion-vial-cercana
V47_1,V47_2,0.021,1.0,0.021,conexion-vial-cercana
V47_1,V47_0,0.068,1.0,0.068,conexion-vial-cercana
V47_1,V5_2,0.106,1.0,0.106,conexion-vial-cercana
V47_1,V5_1,0.148,1.0,0.148,conexion-vial-cercana
V47_1,V46_2,0.171,1.0,0.171,conexion-vial-cercana
V47_1,V46_1,0.19,1.0,0.19,conexion-vial-cercana
V47_1,V48_0,0.201,1.0,0.201,conexion-vial-cercana
V47_1,V48_1,0.203,1.0,0.203,conexion-vial-cercana
V47_2,V47_1,0.021,1.0,0.021,conexion-vial-cercana
V47_2,V47_0,0.088,1.0,0.088,conexion-vial-cercana
V47_2,V5_2,0.124,1.0,0.124,conexion-vial-cercana
V47_2,V5_1,0.163,1.0,0.163,conexion-vial-cercana
V47_2,V46_2,0.187,1.0,0.187,conexion-vial-cercana
V47_2,V46_1,0.205,1.0,0.205,conexion-vial-cercana
V47_2,V48_1,0.212,1.0,0.212,conexion-vial-cercana
V47_2,V48_0,0.213,1.0,0.213,conexion-vial-cercana
V48_0,V5_0,0.017,1.0,0.017,conexion-vial-cercana
V48_0,V46_0,0.017,1.0,0.017,conexion-vial-cercana
V48_0,V46_1,0.024,1.0,0.024,conexion-vial-cercana
V48_0,V48_1,0.043,1.0,0.043,conexion-vial-cercana
V48_0,V46_2,0.05,1.0,0.05,conexion-vial-cercana
V48_0,V5_1,0.063,1.0,0.063,conexion-vial-cercana
V48_0,V5_2,0.108,1.0,0.108,conexion-vial-cercana
V48_0,V48_2,0.111,1.0,0.111,conexion-vial-cercana
V48_1,V48_0,0.043,1.0,0.043,conexion-vial-cercana
V48_1,V5_0,0.051,1.0,0.051,conexion-vial-cercana
V48_1,V46_0,0.051,1.0,0.051,conexion-vial-cercana
V48_1,V46_1,0.065,1.0,0.065,conexion-vial-cercana
V48_1,V48_2,0.068,1.0,0.068,conexion-vial-cercana
V48_1,V46_2,0.086,1.0,0.086,conexion-vial-cercana
V48_1,V5_1,0.09,1.0,0.09,conexion-vial-cercana
V48_1,V5_2,0.127,1.0,0.127,conexion-vial-cercana
V48_2,V48_1,0.068,1.0,0.068,conexion-vial-cercana
V48_2,V48_0,0.111,1.0,0.111,conexion-vial-cercana
V48_2,V5_0,0.115,1.0,0.115,conexion-vial-cercana
V48_2,V46_0,0.115,1.0,0.115,conexion-vial-cercana
V48_2,V46_1,0.133,1.0,0.133,conexion-vial-cercana
V48_2,V46_2,0.154,1.0,0.154,conexion-vial-cercana
V48_2,V5_1,0.154,1.0,0.154,conexion-vial-cercana
V48_2,V5_2,0.184,1.0,0.184,conexion-vial-cercana
V49_0,V49_1,0.029,1.0,0.029,conexion-vial-cercana
V49_0,V49_2,0.057,1.0,0.057,conexion-vial-cercana
V49_0,V8_2,7.182,1.0,7.182,conexion-vial-cercana
V49_0,V8_1,7.314,1.0,7.314,conexion-vial-cercana
V49_0,V18_1,7.35,1.0,7.35,conexion-vial-cercana
V49_0,V24_2,7.367,1.0,7.367,conexion-vial-cercana
V49_0,V24_1,7.379,1.0,7.379,conexion-vial-cercana
V49_0,V18_0,7.382,1.0,7.382,conexion-vial-cercana
V49_1,V49_0,0.029,1.0,0.029,conexion-vial-cercana
V49_1,V49_2,0.031,1.0,0.031,conexion-vial-cercana
V49_1,V8_2,7.208,1.0,7.208,conexion-vial-cercana
V49_1,V8_1,7.34,1.0,7.34,conexion-vial-cercana
V49_1,V18_1,7.376,1.0,7.376,conexion-vial-cercana
V49_1,V24_2,7.393,1.0,7.393,conexion-vial-cercana
V49_1,V24_1,7.405,1.0,7.405,conexion-vial-cercana
V49_1,V18_0,7.408,1.0,7.408,conexion-vial-cercana
V49_2,V49_1,0.031,1.0,0.031,conexion-vial-cercana
V49_2,V49_0,0.057,1.0,0.057,conexion-vial-cercana
V49_2,V8_2,7.222,1.0,7.222,conexion-vial-cercana
V49_2,V8_1,7.355,1.0,7.355,conexion-vial-cercana
V49_2,V18_1,7.393,1.0,7.393,conexion-vial-cercana
V49_2,V24_2,7.409,1.0,7.409,conexion-vial-cercana
V49_2,V24_1,7.42,1.0,7.42,conexion-vial-cercana
V49_2,V18_0,7.423,1.0,7.423,conexion-vial-cercana
V50_0,V50_1,0.0,1.0,0.0,conexion-vial-cercana
V50_0,V58_2,0.012,1.0,0.012,conexion-vial-cercana
V50_0,V58_0,0.096,1.0,0.096,conexion-vial-cercana
V50_0,V58_1,0.096,1.0,0.096,conexion-vial-cercana
V50_0,V50_2,0.097,1.0,0.097,conexion-vial-cercana
V50_0,V0_0,0.215,1.0,0.215,conexion-vial-cercana
V50_0,V74_1,0.414,1.0,0.414,conexion-vial-cercana
V50_0,V67_2,0.495,1.0,0.495,conexion-vial-cercana
V50_1,V50_0,0.0,1.0,0.0,conexion-vial-cercana
V50_1,V58_2,0.012,1.0,0.012,conexion-vial-cercana
V50_1,V58_0,0.096,1.0,0.096,conexion-vial-cercana
V50_1,V58_1,0.096,1.0,0.096,conexion-vial-cercana
V50_1,V50_2,0.097,1.0,0.097,conexion-vial-cercana
V50_1,V0_0,0.215,1.0,0.215,conexion-vial-cercana
V50_1,V74_1,0.414,1.0,0.414,conexion-vial-cercana
V50_1,V67_2,0.495,1.0,0.495,conexion-vial-cercana
V50_2,V58_0,0.011,1.0,0.011,conexion-vial-cercana
V50_2,V58_1,0.011,1.0,0.011,conexion-vial-cercana
V50_2,V50_0,0.097,1.0,0.097,conexion-vial-cercana
V50_2,V50_1,0.097,1.0,0.097,conexion-vial-cercana
V50_2,V58_2,0.098,1.0,0.098,conexion-vial-cercana
V50_2,V0_0,0.231,1.0,0.231,conexion-vial-cercana
V50_2,V74_1,0.317,1.0,0.317,conexion-vial-cercana
V50_2,V59_2,0.582,1.0,0.582,conexion-vial-cercana
V51_0,V53_2,0.0,1.0,0.0,conexion-vial-cercana
V51_0,V56_2,0.013,1.0,0.013,conexion-vial-cercana
V51_0,V56_1,0.154,1.0,0.154,conexion-vial-cercana
V51_0,V51_1,0.191,1.0,0.191,conexion-vial-cercana
V51_0,V77_2,0.295,1.0,0.295,conexion-vial-cercana
V51_0,V77_1,0.301,1.0,0.301,conexion-vial-cercana
V51_0,V53_1,0.322,1.0,0.322,conexion-vial-cercana
V51_0,V76_0,0.325,1.0,0.325,conexion-vial-cercana
V51_1,V56_1,0.041,1.0,0.041,conexion-vial-cercana
V51_1,V77_1,0.122,1.0,0.122,conexion-vial-cercana
V51_1,V77_2,0.133,1.0,0.133,conexion-vial-cercana
V51_1,V76_0,0.135,1.0,0.135,conexion-vial-cercana
V51_1,V76_1,0.135,1.0,0.135,conexion-vial-cercana
V51_1,V76_2,0.136,1.0,0.136,conexion-vial-cercana
V51_1,V77_0,0.161,1.0,0.161,conexion-vial-cercana
V51_1,V51_0,0.191,1.0,0.191,conexion-vial-cercana
V51_2,V56_0,0.01,1.0,0.01,conexion-vial-cercana
V51_2,V73_1,0.118,1.0,0.118,conexion-vial-cercana
V51_2,V71_2,0.126,1.0,0.126,conexion-vial-cercana
V51_2,V71_0,0.129,1.0,0.129,conexion-vial-cercana
V51_2,V71_1,0.129,1.0,0.129,conexion-vial-cercana
V51_2,V73_2,0.131,1.0,0.131,conexion-vial-cercana
V51_2,V75_1,0.134,1.0,0.134,conexion-vial-cercana
V51_2,V72_2,0.16,1.0,0.16,conexion-vial-cercana
V52_0,V54_2,0.0,1.0,0.0,conexion-vial-cercana
V52_0,V54_0,0.101,1.0,0.101,conexion-vial-cercana
V52_0,V54_1,0.101,1.0,0.101,conexion-vial-cercana
V52_0,V2_0,0.296,1.0,0.296,conexion-vial-cercana
V52_0,V2_1,0.403,1.0,0.403,conexion-vial-cercana
V52_0,V55_2,0.497,1.0,0.497,conexion-vial-cercana
V52_0,V2_2,0.565,1.0,0.565,conexion-vial-cercana
V52_0,V78_0,0.586,1.0,0.586,conexion-vial-cercana
V52_1,V78_2,0.187,1.0,0.187,conexion-vial-cercana
V52_1,V55_1,0.203,1.0,0.203,conexion-vial-cercana
V52_1,V78_1,0.252,1.0,0.252,conexion-vial-cercana
V52_1,V55_2,0.308,1.0,0.308,conexion-vial-cercana
V52_1,V78_0,0.313,1.0,0.313,conexion-vial-cercana
V52_1,V55_0,0.43,1.0,0.43,conexion-vial-cercana
V52_1,V52_2,0.436,1.0,0.436,conexion-vial-cercana
V52_1,V53_0,0.473,1.0,0.473,conexion-vial-cercana
V52_2,V55_0,0.013,1.0,0.013,conexion-vial-cercana
V52_2,V53_0,0.039,1.0,0.039,conexion-vial-cercana
V52_2,V53_1,0.145,1.0,0.145,conexion-vial-cercana
V52_2,V55_1,0.234,1.0,0.234,conexion-vial-cercana
V52_2,V52_1,0.436,1.0,0.436,conexion-vial-cercana
V52_2,V78_2,0.446,1.0,0.446,conexion-vial-cercana
V52_2,V56_2,0.465,1.0,0.465,conexion-vial-cercana
V52_2,V51_0,0.466,1.0,0.466,conexion-vial-cercana
V53_0,V52_2,0.039,1.0,0.039,conexion-vial-cercana
V53_0,V55_0,0.044,1.0,0.044,conexion-vial-cercana
V53_0,V53_1,0.107,1.0,0.107,conexion-vial-cercana
V53_0,V55_1,0.273,1.0,0.273,conexion-vial-cercana
V53_0,V56_2,0.427,1.0,0.427,conexion-vial-cercana
V53_0,V51_0,0.428,1.0,0.428,conexion-vial-cercana
V53_0,V53_2,0.428,1.0,0.428,conexion-vial-cercana
V53_0,V52_1,0.473,1.0,0.473,conexion-vial-cercana
V53_1,V53_0,0.107,1.0,0.107,conexion-vial-cercana
V53_1,V52_2,0.145,1.0,0.145,conexion-vial-cercana
V53_1,V55_0,0.148,1.0,0.148,conexion-vial-cercana
V53_1,V56_2,0.321,1.0,0.321,conexion-vial-cercana
V53_1,V51_0,0.322,1.0,0.322,conexion-vial-cercana
V53_1,V53_2,0.322,1.0,0.322,conexion-vial-cercana
V53_1,V55_1,0.376,1.0,0.376,conexion-vial-cercana
V53_1,V56_1,0.476,1.0,0.476,conexion-vial-cercana
V53_2,V51_0,0.0,1.0,0.0,conexion-vial-cercana
V53_2,V56_2,0.013,1.0,0.013,conexion-vial-cercana
V53_2,V56_1,0.154,1.0,0.154,conexion-vial-cercana
V53_2,V51_1,0.191,1.0,0.191,conexion-vial-cercana
V53_2,V77_2,0.295,1.0,0.295,conexion-vial-cercana
V53_2,V77_1,0.301,1.0,0.301,conexion-vial-cercana
V53_2,V53_1,0.322,1.0,0.322,conexion-vial-cercana
V53_2,V76_0,0.325,1.0,0.325,conexion-vial-cercana
V54_0,V54_1,0.0,1.0,0.0,conexion-vial-cercana
V54_0,V52_0,0.101,1.0,0.101,conexion-vial-cercana
V54_0,V54_2,0.101,1.0,0.101,conexion-vial-cercana
V54_0,V2_0,0.363,1.0,0.363,conexion-vial-cercana
V54_0,V2_1,0.462,1.0,0.462,conexion-vial-cercana
V54_0,V55_2,0.597,1.0,0.597,conexion-vial-cercana
V54_0,V2_2,0.63,1.0,0.63,conexion-vial-cercana
V54_0,V78_0,0.687,1.0,0.687,conexion-vial-cercana
V54_1,V54_0,0.0,1.0,0.0,conexion-vial-cercana
V54_1,V52_0,0.101,1.0,0.101,conexion-vial-cercana
V54_1,V54_2,0.101,1.0,0.101,conexion-vial-cercana
V54_1,V2_0,0.363,1.0,0.363,conexion-vial-cercana
V54_1,V2_1,0.462,1.0,0.462,conexion-vial-cercana
V54_1,V55_2,0.597,1.0,0.597,conexion-vial-cercana
V54_1,V2_2,0.63,1.0,0.63,conexion-vial-cercana
V54_1,V78_0,0.687,1.0,0.687,conexion-vial-cercana
V54_2,V52_0,0.0,1.0,0.0,conexion-vial-cercana
V54_2,V54_0,0.101,1.0,0.101,conexion-vial-cercana
V54_2,V54_1,0.101,1.0,0.101,conexion-vial-cercana
V54_2,V2_0,0.296,1.0,0.296,conexion-vial-cercana
V54_2,V2_1,0.403,1.0,0.403,conexion-vial-cercana
V54_2,V55_2,0.497,1.0,0.497,conexion-vial-cercana
V54_2,V2_2,0.565,1.0,0.565,conexion-vial-cercana
V54_2,V78_0,0.586,1.0,0.586,conexion-vial-cercana
V55_0,V52_2,0.013,1.0,0.013,conexion-vial-cercana
V55_0,V53_0,0.044,1.0,0.044,conexion-vial-cercana
V55_0,V53_1,0.148,1.0,0.148,conexion-vial-cercana
V55_0,V55_1,0.229,1.0,0.229,conexion-vial-cercana
V55_0,V52_1,0.43,1.0,0.43,conexion-vial-cercana
V55_0,V78_2,0.436,1.0,0.436,conexion-vial-cercana
V55_0,V56_2,0.465,1.0,0.465,conexion-vial-cercana
V55_0,V51_0,0.467,1.0,0.467,conexion-vial-cercana
V55_1,V52_1,0.203,1.0,0.203,conexion-vial-cercana
V55_1,V55_0,0.229,1.0,0.229,conexion-vial-cercana
V55_1,V52_2,0.234,1.0,0.234,conexion-vial-cercana
V55_1,V78_2,0.266,1.0,0.266,conexion-vial-cercana
V55_1,V53_0,0.273,1.0,0.273,conexion-vial-cercana
V55_1,V53_1,0.376,1.0,0.376,conexion-vial-cercana
V55_1,V78_1,0.404,1.0,0.404,conexion-vial-cercana
V55_1,V78_0,0.49,1.0,0.49,conexion-vial-cercana
V55_2,V78_0,0.143,1.0,0.143,conexion-vial-cercana
V55_2,V78_1,0.217,1.0,0.217,conexion-vial-cercana
V55_2,V52_1,0.308,1.0,0.308,conexion-vial-cercana
V55_2,V78_2,0.34,1.0,0.34,conexion-vial-cercana
V55_2,V2_0,0.371,1.0,0.371,conexion-vial-cercana
V55_2,V2_1,0.403,1.0,0.403,conexion-vial-cercana
V55_2,V2_2,0.421,1.0,0.421,conexion-vial-cercana
V55_2,V52_0,0.497,1.0,0.497,conexion-vial-cercana
V56_0,V51_2,0.01,1.0,0.01,conexion-vial-cercana
V56_0,V73_1,0.123,1.0,0.123,conexion-vial-cercana
V56_0,V71_2,0.124,1.0,0.124,conexion-vial-cercana
V56_0,V71_0,0.126,1.0,0.126,conexion-vial-cercana
V56_0,V71_1,0.126,1.0,0.126,conexion-vial-cercana
V56_0,V73_2,0.131,1.0,0.131,conexion-vial-cercana
V56_0,V75_1,0.137,1.0,0.137,conexion-vial-cercana
V56_0,V72_2,0.16,1.0,0.16,conexion-vial-cercana
V56_1,V51_1,0.041,1.0,0.041,conexion-vial-cercana
V56_1,V77_1,0.149,1.0,0.149,conexion-vial-cercana
V56_1,V77_2,0.151,1.0,0.151,conexion-vial-cercana
V56_1,V51_0,0.154,1.0,0.154,conexion-vial-cercana
V56_1,V53_2,0.154,1.0,0.154,conexion-vial-cercana
V56_1,V56_2,0.155,1.0,0.155,conexion-vial-cercana
V56_1,V76_0,0.171,1.0,0.171,conexion-vial-cercana
V56_1,V76_1,0.171,1.0,0.171,conexion-vial-cercana
V56_2,V51_0,0.013,1.0,0.013,conexion-vial-cercana
V56_2,V53_2,0.013,1.0,0.013,conexion-vial-cercana
V56_2,V56_1,0.155,1.0,0.155,conexion-vial-cercana
V56_2,V51_1,0.193,1.0,0.193,conexion-vial-cercana
V56_2,V77_2,0.292,1.0,0.292,conexion-vial-cercana
V56_2,V77_1,0.3,1.0,0.3,conexion-vial-cercana
V56_2,V53_1,0.321,1.0,0.321,conexion-vial-cercana
V56_2,V76_0,0.326,1.0,0.326,conexion-vial-cercana
V57_0,V64_0,0.017,1.0,0.017,conexion-vial-cercana
V57_0,V64_1,0.017,1.0,0.017,conexion-vial-cercana
V57_0,V64_2,0.027,1.0,0.027,conexion-vial-cercana
V57_0,V67_0,0.212,1.0,0.212,conexion-vial-cercana
V57_0,V67_1,0.212,1.0,0.212,conexion-vial-cercana
V57_0,V69_0,0.253,1.0,0.253,conexion-vial-cercana
V57_0,V57_1,0.277,1.0,0.277,conexion-vial-cercana
V57_0,V67_2,0.313,1.0,0.313,conexion-vial-cercana
V57_1,V69_0,0.029,1.0,0.029,conexion-vial-cercana
V57_1,V70_0,0.04,1.0,0.04,conexion-vial-cercana
V57_1,V70_1,0.051,1.0,0.051,conexion-vial-cercana
V57_1,V70_2,0.055,1.0,0.055,conexion-vial-cercana
V57_1,V65_1,0.104,1.0,0.104,conexion-vial-cercana
V57_1,V65_2,0.121,1.0,0.121,conexion-vial-cercana
V57_1,V66_0,0.121,1.0,0.121,conexion-vial-cercana
V57_1,V74_0,0.158,1.0,0.158,conexion-vial-cercana
V57_2,V65_0,0.048,1.0,0.048,conexion-vial-cercana
V57_2,V74_0,0.053,1.0,0.053,conexion-vial-cercana
V57_2,V66_1,0.099,1.0,0.099,conexion-vial-cercana
V57_2,V65_1,0.107,1.0,0.107,conexion-vial-cercana
V57_2,V65_2,0.112,1.0,0.112,conexion-vial-cercana
V57_2,V66_0,0.112,1.0,0.112,conexion-vial-cercana
V57_2,V66_2,0.153,1.0,0.153,conexion-vial-cercana
V57_2,V69_1,0.153,1.0,0.153,conexion-vial-cercana
V58_0,V58_1,0.0,1.0,0.0,conexion-vial-cercana
V58_0,V50_2,0.011,1.0,0.011,conexion-vial-cercana
V58_0,V58_2,0.096,1.0,0.096,conexion-vial-cercana
V58_0,V50_0,0.096,1.0,0.096,conexion-vial-cercana
V58_0,V50_1,0.096,1.0,0.096,conexion-vial-cercana
V58_0,V0_0,0.241,1.0,0.241,conexion-vial-cercana
V58_0,V74_1,0.319,1.0,0.319,conexion-vial-cercana
V58_0,V67_2,0.58,1.0,0.58,conexion-vial-cercana
V58_1,V58_0,0.0,1.0,0.0,conexion-vial-cercana
V58_1,V50_2,0.011,1.0,0.011,conexion-vial-cercana
V58_1,V58_2,0.096,1.0,0.096,conexion-vial-cercana
V58_1,V50_0,0.096,1.0,0.096,conexion-vial-cercana
V58_1,V50_1,0.096,1.0,0.096,conexion-vial-cercana
V58_1,V0_0,0.241,1.0,0.241,conexion-vial-cercana
V58_1,V74_1,0.319,1.0,0.319,conexion-vial-cercana
V58_1,V67_2,0.58,1.0,0.58,conexion-vial-cercana
V58_2,V50_0,0.012,1.0,0.012,conexion-vial-cercana
V58_2,V50_1,0.012,1.0,0.012,conexion-vial-cercana
V58_2,V58_0,0.096,1.0,0.096,conexion-vial-cercana
V58_2,V58_1,0.096,1.0,0.096,conexion-vial-cercana
V58_2,V50_2,0.098,1.0,0.098,conexion-vial-cercana
V58_2,V0_0,0.227,1.0,0.227,conexion-vial-cercana
V58_2,V74_1,0.414,1.0,0.414,conexion-vial-cercana
V58_2,V67_2,0.49,1.0,0.49,conexion-vial-cercana
V59_0,V61_2,0.0,1.0,0.0,conexion-vial-cercana
V59_0,V62_2,0.02,1.0,0.02,conexion-vial-cercana
V59_0,V61_0,0.045,1.0,0.045,conexion-vial-cercana
V59_0,V61_1,0.045,1.0,0.045,conexion-vial-cercana
V59_0,V62_0,0.046,1.0,0.046,conexion-vial-cercana
V59_0,V62_1,0.046,1.0,0.046,conexion-vial-cercana
V59_0,V63_2,0.049,1.0,0.049,conexion-vial-cercana
V59_0,V59_1,0.098,1.0,0.098,conexion-vial-cercana
V59_1,V63_2,0.055,1.0,0.055,conexion-vial-cercana
V59_1,V59_0,0.098,1.0,0.098,conexion-vial-cercana
V59_1,V61_2,0.098,1.0,0.098,conexion-vial-cercana
V59_1,V62_2,0.103,1.0,0.103,conexion-vial-cercana
V59_1,V62_0,0.138,1.0,0.138,conexion-vial-cercana
V59_1,V62_1,0.138,1.0,0.138,conexion-vial-cercana
V59_1,V61_0,0.142,1.0,0.142,conexion-vial-cercana
V59_1,V61_1,0.142,1.0,0.142,conexion-vial-cercana
V59_2,V59_1,0.272,1.0,0.272,conexion-vial-cercana
V59_2,V74_1,0.289,1.0,0.289,conexion-vial-cercana
V59_2,V63_2,0.319,1.0,0.319,conexion-vial-cercana
V59_2,V63_1,0.355,1.0,0.355,conexion-vial-cercana
V59_2,V62_2,0.367,1.0,0.367,conexion-vial-cercana
V59_2,V59_0,0.367,1.0,0.367,conexion-vial-cercana
V59_2,V61_2,0.367,1.0,0.367,conexion-vial-cercana
V59_2,V63_0,0.379,1.0,0.379,conexion-vial-cercana
V60_0,V60_1,0.022,1.0,0.022,conexion-vial-cercana
V60_0,V60_2,0.044,1.0,0.044,conexion-vial-cercana
V60_0,V20_0,0.271,1.0,0.271,conexion-vial-cercana
V60_0,V20_1,0.299,1.0,0.299,conexion-vial-cercana
V60_0,V19_0,0.343,1.0,0.343,conexion-vial-cercana
V60_0,V68_0,0.347,1.0,0.347,conexion-vial-cercana
V60_0,V23_2,0.348,1.0,0.348,conexion-vial-cercana
V60_0,V23_1,0.372,1.0,0.372,conexion-vial-cercana
V60_1,V60_0,0.022,1.0,0.022,conexion-vial-cercana
V60_1,V60_2,0.022,1.0,0.022,conexion-vial-cercana
V60_1,V20_0,0.25,1.0,0.25,conexion-vial-cercana
V60_1,V20_1,0.277,1.0,0.277,conexion-vial-cercana
V60_1,V19_0,0.321,1.0,0.321,conexion-vial-cercana
V60_1,V68_0,0.326,1.0,0.326,conexion-vial-cercana
V60_1,V23_2,0.326,1.0,0.326,conexion-vial-cercana
V60_1,V20_2,0.372,1.0,0.372,conexion-vial-cercana
V60_2,V60_1,0.022,1.0,0.022,conexion-vial-cercana
V60_2,V60_0,0.044,1.0,0.044,conexion-vial-cercana
V60_2,V20_0,0.228,1.0,0.228,conexion-vial-cercana
V60_2,V20_1,0.256,1.0,0.256,conexion-vial-cercana
V60_2,V19_0,0.299,1.0,0.299,conexion-vial-cercana
V60_2,V68_0,0.304,1.0,0.304,conexion-vial-cercana
V60_2,V23_2,0.305,1.0,0.305,conexion-vial-cercana
V60_2,V20_2,0.351,1.0,0.351,conexion-vial-cercana
V61_0,V61_1,0.0,1.0,0.0,conexion-vial-cercana
V61_0,V62_0,0.019,1.0,0.019,conexion-vial-cercana
V61_0,V62_1,0.019,1.0,0.019,conexion-vial-cercana
V61_0,V62_2,0.042,1.0,0.042,conexion-vial-cercana
V61_0,V59_0,0.045,1.0,0.045,conexion-vial-cercana
V61_0,V61_2,0.045,1.0,0.045,conexion-vial-cercana
V61_0,V63_2,0.09,1.0,0.09,conexion-vial-cercana
V61_0,V63_1,0.118,1.0,0.118,conexion-vial-cercana
V61_1,V61_0,0.0,1.0,0.0,conexion-vial-cercana
V61_1,V62_0,0.019,1.0,0.019,conexion-vial-cercana
V61_1,V62_1,0.019,1.0,0.019,conexion-vial-cercana
V61_1,V62_2,0.042,1.0,0.042,conexion-vial-cercana
V61_1,V59_0,0.045,1.0,0.045,conexion-vial-cercana
V61_1,V61_2,0.045,1.0,0.045,conexion-vial-cercana
V61_1,V63_2,0.09,1.0,0.09,conexion-vial-cercana
V61_1,V63_1,0.118,1.0,0.118,conexion-vial-cercana
V61_2,V59_0,0.0,1.0,0.0,conexion-vial-cercana
V61_2,V62_2,0.02,1.0,0.02,conexion-vial-cercana
V61_2,V61_0,0.045,1.0,0.045,conexion-vial-cercana
V61_2,V61_1,0.045,1.0,0.045,conexion-vial-cercana
V61_2,V62_0,0.046,1.0,0.046,conexion-vial-cercana
V61_2,V62_1,0.046,1.0,0.046,conexion-vial-cercana
V61_2,V63_2,0.049,1.0,0.049,conexion-vial-cercana
V61_2,V59_1,0.098,1.0,0.098,conexion-vial-cercana
V62_0,V62_1,0.0,1.0,0.0,conexion-vial-cercana
V62_0,V61_0,0.019,1.0,0.019,conexion-vial-cercana
V62_0,V61_1,0.019,1.0,0.019,conexion-vial-cercana
V62_0,V62_2,0.035,1.0,0.035,conexion-vial-cercana
V62_0,V59_0,0.046,1.0,0.046,conexion-vial-cercana
V62_0,V61_2,0.046,1.0,0.046,conexion-vial-cercana
V62_0,V63_2,0.084,1.0,0.084,conexion-vial-cercana
V62_0,V63_1,0.099,1.0,0.099,conexion-vial-cercana
V62_1,V62_0,0.0,1.0,0.0,conexion-vial-cercana
V62_1,V61_0,0.019,1.0,0.019,conexion-vial-cercana
V62_1,V61_1,0.019,1.0,0.019,conexion-vial-cercana
V62_1,V62_2,0.035,1.0,0.035,conexion-vial-cercana
V62_1,V59_0,0.046,1.0,0.046,conexion-vial-cercana
V62_1,V61_2,0.046,1.0,0.046,conexion-vial-cercana
V62_1,V63_2,0.084,1.0,0.084,conexion-vial-cercana
V62_1,V63_1,0.099,1.0,0.099,conexion-vial-cercana
V62_2,V59_0,0.02,1.0,0.02,conexion-vial-cercana
V62_2,V61_2,0.02,1.0,0.02,conexion-vial-cercana
V62_2,V62_0,0.035,1.0,0.035,conexion-vial-cercana
V62_2,V62_1,0.035,1.0,0.035,conexion-vial-cercana
V62_2,V61_0,0.042,1.0,0.042,conexion-vial-cercana
V62_2,V61_1,0.042,1.0,0.042,conexion-vial-cercana
V62_2,V63_2,0.049,1.0,0.049,conexion-vial-cercana
V62_2,V63_1,0.096,1.0,0.096,conexion-vial-cercana
V63_0,V63_1,0.044,1.0,0.044,conexion-vial-cercana
V63_0,V62_0,0.132,1.0,0.132,conexion-vial-cercana
V63_0,V62_1,0.132,1.0,0.132,conexion-vial-cercana
V63_0,V62_2,0.136,1.0,0.136,conexion-vial-cercana
